Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Romania,ROU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1374053813,1969442786,2324630291,1921318131,3092362867,2624348054,3143305778,4679435903,3795239427,2490772933,3395672575,4857637361,7285846580,9449445049,16095478768,21601177535,30206004059,39974195969,39768375684,44383053890,48047830953,48044368559,46711176510,48827640846,43186336128,38700983241,39953479393,44429296937,42129061938,42006529634,48047830953
Russian Federation,RUS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,9817681551,7206227228,18023640710,16257617319,17624090270,12042972908,12325102379,27656266696,36302524269,48325637167,78409347971,1.26E+11,1.82E+11,3.04E+11,4.79E+11,4.26E+11,4.39E+11,4.79E+11,4.97E+11,5.38E+11,5.10E+11,3.86E+11,3.68E+11,3.77E+11,4.33E+11,4.69E+11,5.55E+11,4.79E+11
Rwanda,RWA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,44514230.28,110211742.9,78638180.77,47404713.2,51343323.85,99096536.88,106744696,153343615.4,168751121.1,174181741.8,190641890.7,212109512.5,243728532.5,214698552.3,314640045.5,256882287.2,381762789.7,783926885.4,769313046.8,1009885490,806395756,717579235.8,474675026,654177583.5,945126111.2,917498055.1,1013356070,1178765818,1355058758,1464873538,806395756
Saudi Arabia,SAU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,13437132419,13298434204,7466618403,9223544328,9138918507,10399125055,16017714791,16210181642,15542900630,18330921206,20846854711,18866525322,22185731358,24537673815,29303891020,1.57E+11,2.29E+11,3.09E+11,4.51E+11,4.21E+11,4.59E+11,5.57E+11,6.74E+11,7.38E+11,7.44E+11,6.27E+11,5.47E+11,5.09E+11,5.09E+11,5.15E+11,4.59E+11
Sudan,SDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,11414226.57,7614304.31,27518806.65,37430695.74,78155912.52,163360977.8,106782702.9,81584278.56,90623304.61,188738166.8,137814239.3,49736273.16,248935516.5,529445721.9,1337996808,1868587866,1659926272,1377921603,1399041060,1094176669,1036244171,192529339.7,192632614.7,192956941.6,181457169,173516490.9,168284353.1,177933851.8,,,1036244171
Singapore,SGP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,27789982289,34186648638,39941405840,48416241488,58295758863,68816102850,76963971491,71390079572,75077193404,77047140632,81084978989,76599880561,83413380412,97742808490,1.14E+11,1.18E+11,1.39E+11,1.66E+11,1.78E+11,1.92E+11,2.31E+11,2.44E+11,2.66E+11,2.78E+11,2.62E+11,2.52E+11,2.51E+11,2.85E+11,2.93E+11,2.85E+11,2.31E+11
Solomon Islands,SLB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,17599672.65,8542562.903,23497502.99,20068807.65,17418038.84,15905273.45,32583561.87,36339715.36,49034706.48,51143527.17,32044869.28,18070277.35,18687274.55,37005791.6,79812571.62,94825566.29,104075013.5,120530168.4,88829534.57,145987707.5,265834982.9,412272152.6,498913804.2,520474136.8,495902580.3,519562129.9,513960963.3,574230569.1,617115407.1,571632111.1,265834982.9
Sierra Leone,SLE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5428453.145,9628608.62,18925006.39,28965193.53,40639713.61,34618040.69,26591784.85,38464889.79,43857037.52,39474579.59,49207274.42,51311629.27,84690145.25,66617191.35,125104244.4,170505508.4,183927216.1,216555180.8,220167661.3,404964508.6,408971756.3,439130952.9,477987067.7,532538016.7,600784544.1,579013520.6,497242646.7,549121050.9,502557290.9,532546278.3,408971756.3
El Salvador,SLV,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,595456226.6,453109120,578474650.1,719512205.1,829222306.9,939802924.7,1110180408,1444072842,1748115000,1955987490,1901335075,1723445185,1633634983,1986451866,1935975150,1851759755,1970971557,2302871089,2644386459,3120881836,2881775239,2493022512,3176161720,2744899176,2693299223,2786587496,3238334349,3567268276,3568810598,4445830633,2881775239
San Marino,SMR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,119862147.4,176306358.8,198546105.6,215015643.4,182944575.9,170672592,144125713.2,135161372.5,133005013.1,182564953.2,251247772.9,355512155.8,347709671.7,479069768.4,647733471.5,706793198.1,790271922.1,449159685.7,341857697.2,384949652.8,539285341.2,392044349.6,378976114,450983493.5,359230311.9,338957476.9,473110899.8,449159685.7
Sao Tome and Principe,STP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,5137290.884,5030364.665,12426781.35,9682286.741,10877242.64,11639663.81,15481933.62,17352535.26,25470020,19503428.32,26702730.98,34181487.47,39331621.05,61292170.22,66659123.45,48170349.07,52125217.79,51587491.14,63787766.58,63523954.98,72864704.99,63203006.42,58950229.5,43683545.12,47148376.74,48170349.07
Suriname,SUR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,41887843.43,20221809.44,35321332,38828127.96,60427797.54,169080965.6,145619416.8,164989208.7,143047987.4,109790274.7,133306155.8,192538818.5,113194031.2,114370366.4,138383053.4,141874019.1,237361004.2,403278663.5,602541474.4,657026656.4,690815612.9,816878191.1,1008868435,778764877.9,625144169.1,330244649.3,381050648.9,424603963.1,580780344.6,647934729.7,690815612.9
Slovak Republic,SVK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,919587371,2185568699,3862773476,3895192593,3604685677,3240043060,3745098700,4376328677,4453132136,9195618259,12149157812,14911965832,15479863359,13364307419,18973379149,18836137093,1803647039,2155733869,2417985583,2519014758,2152916325,2620751838,2892029440,2879889590,3620878541,5229297355,7168770088,2155733869
Slovenia,SVN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,112252402.6,715649933.7,787924742.3,1499101296,1820915494,2297475266,3314759617,3638608124,3168097652,3196099146,4397212831,7063482626,8598243636,8899759020,8159730012,7139432999,1065303786,957648182.5,1078161603,1070760883,986893174.5,951915167,922155291.8,1016368871,856213889,742060176.1,889788337.7,933092542,1015426219,1070760883
Sweden,SWE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,20324328881,20477292581,24646790230,21420634045,25579504410,25869764855,20843371292,12195506286,15457236698,16749337015,16498728322,15625206245,19170723589,22168538425,24768805295,24867578418,28017219694,31033035734,29727344092,47255415701,48246149256,50213891951,52245310612,65363359246,62579168751,58098544753,59361642625,62191481194,60566144401,55509629820,48246149256
Eswatini,SWZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,216466813.1,171931836.7,309055045.6,264288572.8,296970645.3,298195460.7,253999530,294839207.1,358611455.5,375930168.7,351794140.7,271776570.2,275844476.9,277512201.6,323561615.6,243897157.3,372529356.2,774192962.8,751935734.7,958869319.5,756344144.8,600507428.8,740960093.3,762540937.8,690755431.1,547997264.1,564314115.6,563119751.3,440685903,440314152.6,756344144.8
Seychelles,SYC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,16638359.43,27650738.79,31257754.18,35650570.83,30154867.74,27095250.03,21760021.45,26323862.58,21589896.37,30345524.73,43752074.05,37133887.92,69794569.43,67387802,34591085.97,56244154.3,112923278.4,40768609.4,63833877.52,190546677.6,255584702.6,279115074,308093541.2,425902438.9,465010215.6,536145674.4,523503786.9,545203276.4,549521831.7,580545515.1,255584702.6
Syrian Arab Republic,SYR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,446790359.4,420691843.1,403611000.1,451438912.8,445255185.7,448176754.2,433607811.5,367754380.7,365812595.7,367856227.9,354635059.4,356737907.5,411551015,473633099.2,547669436,17774179270,16996900531,17707471674,17783782584,18300334790,20631907297,,,,,,,,,,20631907297
Chad,TCD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,132064062.9,123724750.8,84189961.93,43281878.5,80278305.58,146818545.1,168587618.7,139051268.2,123289615.9,98247717.7,113752750.3,125450913.5,222510578.7,191745202.6,226603535.3,231282856.2,632157876.9,964338637,1355146208,616701392.1,632405291.3,951097160.6,1155659287,1183031944,1075906115,368916823.8,8184292.088,8575237.415,147750165.9,,632405291.3
Thailand,THA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,14258318642,18392698555,21183085550,25439320808,30280316600,36938829792,38644717231,26897418425,29537081212,34780926366,32665494240,33040506130,38903305774,42161780760,49846608742,52075784294,67007805168,87472466803,1.11E+11,1.38E+11,1.72E+11,1.75E+11,1.81E+11,1.67E+11,1.57E+11,1.56E+11,1.72E+11,2.03E+11,2.06E+11,2.24E+11,1.72E+11
Tajikistan,TJK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,38865839.94,55881641.42,57433087.01,94280831.93,94282905.71,89508809.94,117567950.1,172081994.8,188914218.3,203823197.2,85217536.02,163514355,254940310.8,403106833.9,518942135.2,630690451.2,661311872.5,512645031.2,493391433,644763434.4,1291955731,1284070863,1466304531,403106833.9
Turkmenistan,TKM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,799006867.8,929007299.2,1168007400,1169007160,1256006717,1376007009,1513006832,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,43468355.21,61303449.37,182433882,153299848.3,83755117.64,230271660.4,210423736.9,249928530.8,406188384,461610881,883551410.8,686998202.8,311471064.6,437752181,280953720.7,544434361,673903564.7,656221032.7,406188384
Tonga,TON,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,31338618.09,32282037.86,31769008.04,37060900.3,35538621.29,28709990.15,30615940.14,27493103.75,28656375.85,24490343.68,24642268.21,23759782.49,25120530.75,39771012.59,55262356.51,46864163.23,47972473.6,65238721.72,69753902.85,95702573.86,104527450.9,143294510.4,152403989.2,155520937.7,158784814.4,156107668.8,176497315.5,198522418.4,227189184,229413662.2,104527450.9
Trinidad and Tobago,TTO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,512775399.2,357676077.9,190205926.3,228176389.2,373083170.1,379080862,563761634.7,723242005.2,800041440.6,962755102.8,1402802249,1923855112,2048593954,2476582262,3195021782,4992257912,6607231897,6745220698,9478682839,8823426554,9268006705,10077335744,9473539931,10251085882,11567320448,9993217471,9536894466,8450339608,8108517577,7023899234,9268006705
Tunisia,TUN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,866664126.7,866047319.1,923751016.3,937958411.7,1544397770,1689070729,1977688420,2041032930,1912569271,2324618304,1871427065,2049572901,2364944046,3036243872,4031139050,4548431874,6911623380,8032361912,9038905599,11294387681,9764265037,7785305507,8717830201,7550027500,7498010303,7559201960,6137077790,6143986080,5661370259,7919981405,9764265037
Turkey,TUR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7626099814,6616201216,7507926869,7846358557,8633212506,13890900402,17819437052,19746043484,20567605389,24432663964,23514529510,19911331847,28348030217,35548509276,37304121309,52493941950,63264841174,76496127491,73674684816,74933099954,85959461666,87937253858,1.19E+11,1.31E+11,1.27E+11,1.10E+11,1.05E+11,1.08E+11,92997230041,1.06E+11,85959461666
Tanzania,TZA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,192800000,203908582.6,327336301.5,203345199.6,332066143.5,299209720.6,467780725,643830444.8,620743979.8,797229732.2,994821489.5,1177357652,1554545483,2038411251,2295701466,2048775519,2259345786,2886381414,2862895993,3470413229,3904676572,3726158402,4052224338,4673729809,4390430241,4080762378,4350687048,5887869885,5049646420,,3904676572
Uganda,UGA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,43986075.03,58913407.43,94420033.83,146356315.9,321367624.5,458850278.6,528370205.3,633473685.8,725384316,763115699.8,808042388.8,983357419,934009575.9,1080256630,1308101595,1344201157,1810879486,2559789964,2300539405,2994459465,2706005010,2617450463,3167158060,3337539363,3316363815,2908876773,3097848070,3720863721,3358514650,,2706005010
Ukraine,UKR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,468913725.1,166106210.5,664538695,1068754172,1971655947,2358910867,792954526.7,1093527812,1477202336,3088921703,4462353859,6946076994,9718436096,19388177691,22359564313,32483841813,31543343237,26500887342,34571298928,31788750907,24552796497,20413621999,7538804512,13300880765,15537256304,18810931197,20817897004,25317002927,34571298928
Uruguay,URY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1445585539,1135960005,1185192329,1422523150,1621668140,1813383775,1892121945,2067120138,2586514007,2603646553,2775536525,3099292334,772025423.6,2086675965,2512109312,3078376702,3090608692,4121414263,6360194479,8037871916,7655538209,10301678593,13604619914,16280547229,17554713318,15633854333,13471669447,15959345501,15556520867,14504021741,7655538209
United States,USA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1.73E+11,1.59E+11,1.48E+11,1.65E+11,1.64E+11,1.76E+11,1.61E+11,1.35E+11,1.46E+11,1.36E+11,1.28E+11,1.30E+11,1.58E+11,1.84E+11,1.90E+11,1.88E+11,2.21E+11,2.78E+11,2.94E+11,4.04E+11,4.89E+11,5.37E+11,5.74E+11,4.49E+11,4.34E+11,3.84E+11,4.06E+11,4.51E+11,4.50E+11,5.17E+11,4.89E+11
St. Vincent and the Grenadines,VCT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,26490000,22684304.31,33381253.04,31510399.5,31254260.49,29831248.53,30186054.88,31188954.28,38765934.58,42584157.42,55179038.17,61439397.12,53198488.5,51191684.05,74981667.14,69511994.42,78691580.85,86976851.96,83690185.43,87815455.43,112702057.9,89626356.91,111021926.1,135096711.2,157371371.5,166009602.2,192255789.8,182046079.2,169562298.9,193357067.4,112702057.9
"Venezuela, RB",VEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,12732617577,14718563242,13381434154,13692654317,12459340632,10715241771,16019843787,17703782562,14728840877,15110150346,15898851163,12264400223,12106510811,20820560021,23408050057,29802940548,36715128120,33759218865,43065463087,34317956994,29665473906,27934651459,29468789163,20275216409,21454894042,15625329212,10150000484,9794062065,,,29665473906
Vietnam,VNM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,1323681930,1735897757,1985854206,2002261885,3326147673,3416511105,3674565623,4121051661,6224181088,7041460610,9050561631,13384067982,23479392780,23890250550,16447104124,12466600611,13539119001,25573282232,25893489673,34189368833,28250254960,36527291044,49075567812,55452622583,78334835183,12466600611
Vanuatu,VUT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,37691806.77,39836948.18,42458761.81,45586194.36,43576128.7,48289716.62,43923909.51,37303887.3,44669038.46,41353799.46,38922820.48,37658099.72,36521984.8,43816496.33,61813729.42,67197553.93,104661394.5,119623134.4,115230050,148612899.9,161382135.4,173789321.6,182228490.8,179199339.3,183998594.9,269167136.2,267345975.9,395101633.9,420592370.2,511546284.1,161382135.4
Samoa,WSM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,69045292,67807729.19,57646263.15,50705976.07,50800685.19,55312671.45,60804917.29,64205877.17,61422641.81,68199386.61,63657900.6,56635259.67,62493668.52,83909636.53,86133747.28,77256900.75,75906873.47,90264699.1,81946109.98,144476857.5,188969952.8,146371650.7,148170912.6,150162470.6,121285111.9,122492837.1,99306837.96,130979553,169944547.6,185263490.9,188969952.8
"Yemen, Rep.",YEM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,441445657.8,696933259.8,337116264.9,164809060.4,273977661,638374457,1035696160,1217640806,1009918206,1485966625,2913976401,3671925616,4427672645,5007811168,5686685058,6141048032,7543297619,7757119856,8154861549,6989929591,5938628775,4525488820,6150781008,5344296755,,,,,,,5938628775
South Africa,ZAF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2582983158,3186551430,3207728532,2879214919,3294868535,4463556727,2341014433,5957312964,5508053231,7496680480,7702061132,7626856919,7816784858,8154089033,14886243628,20624460695,25593361431,32919403651,34070371607,39602644576,43819545749,48748260246,50688078405,49708174894,49121568380,45887065757,47180127301,50722891363,51642041967,55055893657,43819545749
Zambia,ZMB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,201213453.1,192407808.6,,192326097.6,268127772.1,222702264.3,222709085,239085489.9,69382429.83,45429575.76,244824131.8,183446871.7,535132846.1,247729406.9,337106225,559788508.3,719716911.6,1089952023,1095608609,1892077713,2093753266,2324018111,3042223849,2683813403,3078362297,2967626716,2352719004,2082083920,1569229906,1448624290,2093753266
Zimbabwe,ZWE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,295117984.6,295014164.6,404469001.8,628149929.6,585403254,887899728.6,834393882.5,383550560.4,309771240.5,480423302.1,321301858.3,119459329.3,131685657.8,136092039.4,234290933.9,97191584.48,154593586.7,163198334.2,81875982.84,821891030,731779021.6,660229297.3,575552811.1,474968710.1,363832802.4,434586085.9,407193244.1,292621249.1,86951094.03,151240506.9,731779021.6
