Country Name,Country Code,Indicator Name,Indicator Code,1960,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Spain,ESP,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,12.71739356,12.33920526,10.74768462,10.35592873,10.19861622,12.77498425,12.57775133,13.5335846,14.11086613,13.11536423,12.79505663,12.59235385,13.32147381,13.86676113,12.83031629,11.95971911,11.53175196,10.91474223,9.414080734,8.571041599,7.506948833,6.32208089,6.045236634,6.881400634,7.15543959,8.701655134,9.732122931,9.989768806,10.15825483,7.506948833,12.79505663
Estonia,EST,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,12.38174592,12.0895065,11.66796547,11.74672823,11.73454275,14.27789963,14.91904516,14.77399271,13.04460944,9.958694796,9.725383589,13.95154459,14.04002198,13.37178294,14.81831462,13.27580024,12.09289879,15.6447523,16.66451189,9.725383589,12.38174592
European Union,EUU,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.60567613,10.64819136,10.13931621,9.562670935,10.29312383,11.4189069,11.17201339,11.73865092,11.8417566,11.51633424,11.12656574,10.96120198,10.58710276,10.25799801,11.02270992,10.78899909,11.549744,12.17376985,10.76618882,7.987601654,8.535354843,9.281413053,8.769631917,8.960181892,9.669665708,10.4621606,10.87043476,11.43023153,11.50063305,8.535354843,11.12656574
Fragile and conflict affected situations,FCS,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,15.84462883,12.57244445,7.251655489,11.20811437,13.45357365,14.47448004,16.97382319,13.71257467,17.16207305,19.72618996,14.29274077,9.785964107,8.749857172,10.44141702,14.77455636,21.10385296,14.73279176,19.11003692,9.658726422,13.71256561,12.62054784,13.48289287,6.017952262,5.470193409,1.348602867,-1.131612581,-0.184555405,-0.97817101,13.71256561,19.72618996
Finland,FIN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.93064458,4.189405966,1.966634701,3.560099996,6.98828536,12.15651321,11.63970883,15.56426658,16.89301082,17.3791821,19.16175782,19.66017461,18.54944698,15.78707274,17.18426536,16.0046324,15.83255772,17.29267641,15.10167708,9.71125433,10.22149543,9.614295182,8.314055652,7.318471288,7.554570456,7.677124598,8.239446215,10.20421919,10.79311669,10.22149543,19.16175782
France,FRA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,12.10960777,11.34409843,10.71276448,9.976236669,10.50548836,11.47694433,11.33013259,12.38311506,13.37421819,13.81907393,12.85047486,12.68919648,11.42660604,11.07898375,11.18572213,10.70761844,11.18488058,11.56131747,10.68071733,7.798502121,7.987511952,8.767178032,7.982967838,7.830818512,7.985720154,8.857302078,8.525371328,9.179849727,8.938401929,7.987511952,12.85047486
Gabon,GAB,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,-18.16507159,-2.31019545,-16.05110528,-23.88123632,-5.86225649,-3.010590387,-3.686040029,5.63833764,3.412665896,3.627113645,0.177293265,5.665558172,8.802291836,9.92080671,3.865932422,10.13425304,,5.013850251,5.193703746,6.847729682,8.893277963,8.421004439,8.863550702,8.941876771,14.6362556,20.35966826,,,,8.893277963,0.177293265
United Kingdom,GBR,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,2.864909743,2.350303549,1.864459583,2.672770293,5.10679118,5.510522451,5.802264251,7.498787632,7.741358339,5.554798463,5.358717751,5.219938436,5.814216494,5.920230403,5.18199348,6.068860553,5.432623012,5.421351485,2.745567297,0.41440465,2.526514524,3.152947484,1.812940071,1.285356088,2.778405302,2.968796487,2.539405846,4.126245834,3.039259061,2.526514524,5.358717751
Georgia,GEO,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,6.993048398,9.453268283,0.462040378,8.560033927,9.213781552,5.83852293,11.29629859,9.849686296,2.269260997,1.854762042,-5.822196157,-9.229493345,-0.334884638,-2.543429603,2.891864861,4.295406531,4.477524519,3.063047944,6.570795064,7.70351078,9.556577345,-0.334884638,0.462040378
Ghana,GHA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,4.160456331,6.822603169,0.475106886,1.560318178,5.675323923,4.947798387,4.849908497,-1.6833749,5.497739025,-0.053002378,5.369932504,9.514961745,5.439563929,5.353034073,8.617027547,2.476822193,-0.251548801,-11.16460854,-14.03567049,-14.46274009,-21.79510691,-23.08039347,-23.74747334,-9.189921746,-11.37168835,-10.19407253,-12.23426284,-6.705092079,-8.40219248,-21.79510691,5.369932504
